,_id,gender,subCategory,articleType,baseColour,productDisplayName,image,price
274,63d7c05221c499a3844d905a,Men,Shoes,Casual Shoes,Black,Nike Men Lunar Flow Black Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/46633b882cd1a13c3b54b6b028345533_images.jpg,200
275,63d7c05221c499a3844d905b,Men,Topwear,Shirts,Navy Blue,Indigo Nation Men Checks Navy Blue Shirt,http://assets.myntassets.com/v1/images/style/properties/d0e9e44fe7a79b0e0ad354e8c74b0d52_images.jpg,200
276,63d7c05221c499a3844d905c,Women,Watches,Watches,Silver,Aspen Women Silver Dial Watch,http://assets.myntassets.com/v1/images/style/properties/05459a6a4dce63440b50062002de33c9_images.jpg,200
277,63d7c05221c499a3844d905d,Women,Bags,Handbags,Orange,Lino Perros Women Orange Handbag,http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Orange-Handbag_621ad6bad2ee901ef7ed951e82db4eec_images.jpg,200
278,63d7c05221c499a3844d905e,Women,Topwear,Shirts,Pink,Jealous 21 Women Pink Shirt,http://assets.myntassets.com/v1/images/style/properties/Jealous-21-Women-Pink-Shirt_2be751c2df8558fb7682f836dd678492_images.jpg,200
279,63d7c05221c499a3844d905f,Men,Topwear,Shirts,Blue,Levis Men Check Blue  Shirts,http://assets.myntassets.com/v1/images/style/properties/4aefd2f041e97505c36977e61f06d35f_images.jpg,200
280,63d7c05221c499a3844d9060,Men,Watches,Watches,Off White,Maxima Attivo Men Off-White Dial Watch 24130LMGT,http://assets.myntassets.com/v1/images/style/properties/Maxima-Attivo-Men-Off-White-Dial-Watch-24130LMGT_b264ea09629195b83f63a2cc8dfb3709_images.jpg,200
281,63d7c05221c499a3844d9061,Women,Topwear,Tops,Red,Lee Women Katie Red Top,http://assets.myntassets.com/v1/images/style/properties/a95531157b2406119f5fd29cc66bc77b_images.jpg,200
282,63d7c05221c499a3844d9062,Men,Topwear,Tshirts,White,Basics Men White Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/5b2994f4e228714f93ac84a17cb1469d_images.jpg,200
283,63d7c05221c499a3844d9063,Men,Topwear,Tshirts,Blue,French Connection Men Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/French-Connection-Men-Black-T-shirt_ef3087ee1fe1cc6eafbd683a3edb44f3_images.jpg,200
284,63d7c05221c499a3844d9064,Men,Topwear,Shirts,Blue,Flying Machine Men Check  Blue Shirts,http://assets.myntassets.com/v1/images/style/properties/d96b0e543db1d99144646673a6facdda_images.jpg,200
285,63d7c05221c499a3844d9065,Men,Topwear,Tshirts,Red,Puma Men Red Ferrari T-shirt,http://assets.myntassets.com/v1/images/style/properties/b941d362ab418f2b4ef72b588508718a_images.jpg,200
286,63d7c05221c499a3844d9066,Women,Topwear,Tops,Red,Arrow Woman Red Top,http://assets.myntassets.com/v1/images/style/properties/89ef45205688aabe43ccc4ccbc95b631_images.jpg,200
287,63d7c05221c499a3844d9067,Women,Bags,Handbags,Yellow,Rocky S Women Yellow Handbag,http://assets.myntassets.com/v1/images/style/properties/Rocky-S-Women-Yellow-Handbag_240e8ead2cfc8e76087b4c801cbc8bb4_images.jpg,200
288,63d7c05221c499a3844d9068,Men,Topwear,Shirts,Green,Turtle Check Men Green Shirt,http://assets.myntassets.com/v1/images/style/properties/e1dbb7c86bf2fb276598e350328f9e47_images.jpg,200
289,63d7c05221c499a3844d9069,Women,Bags,Handbags,Pink,Murcia Women Pink Handbag,http://assets.myntassets.com/v1/images/style/properties/Murcia-Women-Pink-Handbag_51124f14b585e78c75623a43c634e4e0_images.jpg,200
290,63d7c05221c499a3844d906a,Men,Watches,Watches,White,SKAGEN DENMARK Men White Dial Watch 233XLSS,http://assets.myntassets.com/v1/image/style/properties/30038/Skagen-Men-White-Dial-Watch_1_4cbf12a760c1f06e3b378f152c9b1bfa.jpg,200
291,63d7c05221c499a3844d906b,Men,Topwear,Shirts,Blue,Reid & Taylor Men Stripes Blue Shirts,http://assets.myntassets.com/v1/images/style/properties/3f7a0a16124c130e88923769e292f800_images.jpg,200
292,63d7c05221c499a3844d906c,Women,Topwear,Tops,Blue,Van Heusen Woman Striped Blue Top,http://assets.myntassets.com/v1/images/style/properties/298dc09baae3e57dcd05d41e81ac1f3d_images.jpg,200
293,63d7c05221c499a3844d906d,Unisex,Bags,Backpacks,Blue,American Tourister Unisex Blue Backpack,http://assets.myntassets.com/v1/images/style/properties/3311413cc50122bf6df91fb609c87f1e_images.jpg,200
294,63d7c05221c499a3844d906e,Men,Topwear,Tshirts,Black,Puma Men Jersey Polo Black Tshirts,http://assets.myntassets.com/v1/images/style/properties/269926d18ddfa3e5b1bad3351c48a50d_images.jpg,200
295,63d7c05221c499a3844d906f,Men,Shoes,Casual Shoes,Navy Blue,Vans Men Classic Slip-On Navy Blue Shoes,http://assets.myntassets.com/v1/images/style/properties/61ff6d0a5a90c48fe528ddeada916425_images.jpg,200
296,63d7c05221c499a3844d9070,Men,Topwear,Tshirts,Blue,Puma Men Speed Grapic tee Blue Tshirt,http://assets.myntassets.com/v1/images/style/properties/07134d323ed1ae0a7d3a46d8ddf75874_images.jpg,200
297,63d7c05221c499a3844d9071,Men,Topwear,Tshirts,Grey Melange,French Connection Men Grey Melange T-shirt,http://assets.myntassets.com/v1/images/style/properties/1138e6022371c9eec439cf999aef5dc2_images.jpg,200
298,63d7c05221c499a3844d9072,Men,Topwear,Shirts,Red,Flying Machine Men Check Red Shirts,http://assets.myntassets.com/v1/images/style/properties/e2fb1ff7c440d4380e8540db36daa82a_images.jpg,200
299,63d7c05221c499a3844d9073,Men,Shoes,Casual Shoes,Navy Blue,Gas Men Navy Blue Shoes,http://assets.myntassets.com/v1/images/style/properties/d039d725e9893e24fd9f021de968a920_images.jpg,200
300,63d7c05221c499a3844d9074,Women,Bags,Handbags,Blue,Baggit Women Blue Bag,http://assets.myntassets.com/v1/images/style/properties/Baggit-Women-Blue-Bag_c6c850a98d4baf07c4dced994dbd4ff9_images.jpg,200
301,63d7c05221c499a3844d9075,Men,Topwear,Shirts,Red,Scullers Men Scul Red White Shirt,http://assets.myntassets.com/v1/images/style/properties/ace3ba0d9e320f475be0cde873e1fdcd_images.jpg,200
302,63d7c05221c499a3844d9076,Men,Shoes,Formal Shoes,Black,Red Chief Men Black Formal Shoes,http://assets.myntassets.com/v1/images/style/properties/e37ef333be6a8e14be8410580873a611_images.jpg,200
303,63d7c05221c499a3844d9077,Men,Topwear,Tshirts,Green,United Colors of Benetton Men Short Green T-shirt,http://assets.myntassets.com/v1/images/style/properties/1b419a329736f70fb201d21457083da2_images.jpg,200
304,63d7c05221c499a3844d9078,Men,Flip Flops,Flip Flops,Navy Blue,Lotto Men's Tennis Mule Navy Blue Flip Flop,http://assets.myntassets.com/v1/images/style/properties/d009623b103d388d2b799d03752746aa_images.jpg,200
305,63d7c05221c499a3844d9079,Men,Topwear,Shirts,Black,Levis Men Check Black Shirts,http://assets.myntassets.com/v1/images/style/properties/c58288b8ec7f5cad5064d82934657e76_images.jpg,200
306,63d7c05221c499a3844d907a,Men,Topwear,Shirts,Blue,Reid & Taylor Men Check Blue Shirts,http://assets.myntassets.com/v1/images/style/properties/f2d133d0e7abe582fa61ecefbf788101_images.jpg,200
307,63d7c05221c499a3844d907b,Girls,Topwear,Tshirts,Pink,Disney Kids Girl's Summer Fun Fair Pink Teen Kidswear,http://assets.myntassets.com/v1/images/style/properties/07f7ac42151631746bc3632870a7bf7c_images.jpg,200
308,63d7c05221c499a3844d907c,Women,Wallets,Wallets,Purple,Baggit Women Jewel Baby Purple Wallet,http://assets.myntassets.com/v1/images/style/properties/a2d860d1cdbb5fa2abb38b16d678dd09_images.jpg,200
309,63d7c05221c499a3844d907d,Men,Topwear,Tshirts,Red,Doodle Boy Casual Red Tshirts,http://assets.myntassets.com/v1/images/style/properties/56373c9e2bc5e8171860f34f51962721_images.jpg,200
310,63d7c05221c499a3844d907e,Men,Topwear,Jackets,Blue,Nike Men Printed Blue Jackets,http://assets.myntassets.com/v1/images/style/properties/8ea53ed2282926e52203ed00f15ab429_images.jpg,200
311,63d7c05221c499a3844d907f,Women,Bags,Clutches,Black,Spice Art Women Beaded Bow Black Clutch,http://assets.myntassets.com/v1/images/style/properties/895f9c81f43e0f767b2807d0ddb5fc43_images.jpg,200
312,63d7c05221c499a3844d9080,Men,Topwear,Shirts,Lavender,Arrow Men Lavender Unstainable Slim Fit Shirt,http://assets.myntassets.com/v1/images/style/properties/Arrow-Men-Lavender-Slim-Fit-Shirt_8135f9f41f4b77535ae7d7b35679eea8_images.jpg,200
313,63d7c05221c499a3844d9081,Men,Topwear,Shirts,Grey,Arrow Men Grey Shirt,http://assets.myntassets.com/v1/images/style/properties/0dbdd00de67661013fb2319c09c3fb4d_images.jpg,200
314,63d7c05221c499a3844d9082,Men,Topwear,Tshirts,Olive,Proline Men Olive Green Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/d2e6bb1dc946388c822c67fc40150d3a_images.jpg,200
315,63d7c05221c499a3844d9083,Men,Flip Flops,Flip Flops,Navy Blue,Gas Men Navy Blue Flip Flops,http://assets.myntassets.com/v1/images/style/properties/1ce6f219f00dc784baf7715efa0ca189_images.jpg,200
316,63d7c05221c499a3844d9084,Men,Socks,Socks,White,Levis Men Pack of 3 Socks,http://assets.myntassets.com/v1/images/style/properties/Levis-Men-3-Pair-Of-Socks_8fc17de66ec9d2cdaa8b3616596691a5_images.jpg,200
317,63d7c05221c499a3844d9085,Unisex,Bags,Backpacks,Black,Nike Unisex Ultimatum Max Black Backpacks,http://assets.myntassets.com/v1/images/style/properties/81746c8d02fbc3f13fa85e6466091d50_images.jpg,200
318,63d7c05221c499a3844d9086,Men,Sandal,Sandals,Black,Red Tape Men Cross Band Black Sandals,http://assets.myntassets.com/v1/images/style/properties/fbee867387ae6f303458cb86a7e46fa5_images.jpg,200
319,63d7c05221c499a3844d9087,Men,Topwear,Shirts,Black,United Colors of Benetton Men Check Black Shirt,http://assets.myntassets.com/v1/images/style/properties/7f5d4a1cf8de9197508d535e31869196_images.jpg,200
320,63d7c05221c499a3844d9088,Women,Bags,Handbags,Brown,Murcia Women Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/dce5fa3c324d8d64a8aec9427069d43c_images.jpg,200
321,63d7c05221c499a3844d9089,Unisex,Shoes,Casual Shoes,Blue,Vans Unisex Blue Authentic Shoes,http://assets.myntassets.com/v1/images/style/properties/Vans-Men-Blue-Authentic-Shoes_71e9519e8fc1642f94cdf70c5801caef_images.jpg,200
322,63d7c05221c499a3844d908a,Girls,Topwear,Tops,White,Gini Jony Girls Printed White Top,http://assets.myntassets.com/v1/images/style/properties/8fbee590cae7931ee74d175775067100_images.jpg,200
323,63d7c05221c499a3844d908b,Men,Bottomwear,Jeans,Black,Flying Machine Men Washed Black Jeans,http://assets.myntassets.com/v1/images/style/properties/c4051c3495399cf5fc7e717f9c7d29ac_images.jpg,200
324,63d7c05221c499a3844d908c,Women,Wallets,Wallets,Red,Nyk Women Red Wallet,http://assets.myntassets.com/v1/images/style/properties/4cc27bb5ca68c4864bcb8f2218d46b72_images.jpg,200
325,63d7c05221c499a3844d908d,Men,Socks,Socks,Black,Jockey LCESCBRA Men Pack of 3 Socks 2004,http://assets.myntassets.com/v1/images/style/properties/Jockey-Men-Pack-of-3-Socks_23e14fa59846a3df4cd8c4b7d09a2283_images.jpg,200
326,63d7c05221c499a3844d908e,Men,Shoes,Sports Shoes,Black,Puma Men Driving Power Lo SF Black Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/f70c7516c24b084f37404cf3bca4614f_images.jpg,200
327,63d7c05221c499a3844d908f,Women,Bags,Handbags,Yellow,Paridhan Women Yellow Handbag,http://assets.myntassets.com/v1/images/style/properties/6a185bd38dbb41807b1538e48a3bdb70_images.jpg,200
328,63d7c05221c499a3844d9090,Men,Shoes,Casual Shoes,Black,F Sports Men Black Shoes,http://assets.myntassets.com/v1/images/style/properties/F-Sports-Men-Black-Shoes_f4920f8c2dd4277191a4468e5acf397d_images.jpg,200
329,63d7c05221c499a3844d9091,Girls,Topwear,Tshirts,Blue,Doodle Girl's Raw Edges Light Blue Teen Kidswear,http://assets.myntassets.com/v1/images/style/properties/3752756c42f6f2ba5704c4e5c9d36b17_images.jpg,200
330,63d7c05221c499a3844d9092,Men,Topwear,Shirts,Navy Blue,United Colors of Benetton Men Navy Blue Shirt,http://assets.myntassets.com/v1/images/style/properties/United-Colors-of-Benetton-Men-Black-Shirt_22c4c683493eb1e7399634a84078ae95_images.jpg,200
331,63d7c05221c499a3844d9093,Men,Flip Flops,Flip Flops,Blue,Timberland Men Blue Thong Flip Flops,http://assets.myntassets.com/v1/images/style/properties/Timberland-Men-Blue-Thong-Flip-Flops_02bb5f9ccf76c9ff75ff8289dcc34aec_images.jpg,200
332,63d7c05221c499a3844d9094,Men,Topwear,Tshirts,Yellow,Flying Machine Men Gloden Haze Yellow Tshirts,http://assets.myntassets.com/v1/images/style/properties/b2752e62365b2c1b427c3ef4b8105715_images.jpg,200
333,63d7c05221c499a3844d9095,Men,Shoes,Casual Shoes,Grey,Puma Men Grey Vintage Ferrari Shoes,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Grey-Vintage-Ferrari-Casual-Shoes_3d91c7ee3487279c51edecb337de455b_images.jpg,200
334,63d7c05221c499a3844d9096,Women,Shoes,Flats,Black,Rocia Women Black Flats,http://assets.myntassets.com/v1/images/style/properties/04399fa6c84c1e6b924a4de12d662718_images.jpg,200
335,63d7c05221c499a3844d9097,Men,Topwear,Shirts,Blue,Arrow Men Blue Striped Shirt,http://assets.myntassets.com/v1/images/style/properties/ebdd3d4679ee436a10f46a1a7c50f7c6_images.jpg,200
336,63d7c05221c499a3844d9098,Men,Topwear,Shirts,Lavender,Arrow Men Lavender Shirt,http://assets.myntassets.com/v1/images/style/properties/565c01dafb10f4348775917067cfe138_images.jpg,200
337,63d7c05221c499a3844d9099,Men,Topwear,Shirts,Blue,Arrow Men Blue Striped Shirt,http://assets.myntassets.com/v1/images/style/properties/b3f5eac70997af40520c140e1844dd2b_images.jpg,200
338,63d7c05221c499a3844d909a,Men,Shoes,Casual Shoes,Grey,Lotto Men Grey Dolce Vita Shoes,http://assets.myntassets.com/v1/images/style/properties/68278d11b6ca39f30e2ea1ce9a4f2ad9_images.jpg,200
339,63d7c05221c499a3844d909b,Women,Innerwear,Bra,Peach,Enamor Peach Lift Bra,http://assets.myntassets.com/v1/images/style/properties/80944065f93e881b8f3e9ab16da643a7_images.jpg,200
340,63d7c05221c499a3844d909c,Men,Bottomwear,Jeans,Blue,Locomotive Men Washed Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/6e07fed5a179162a5c98e441e99a9ec8_images.jpg,200
341,63d7c05221c499a3844d909d,Women,Watches,Watches,Silver,Playboy Women Silver Dial Watch,http://assets.myntassets.com/v1/images/style/properties/2425be32d6b4dc534d90bab4a9669ecc_images.jpg,200
342,63d7c05221c499a3844d909e,Men,Flip Flops,Flip Flops,Black,Puma Men Java Black Flip Flops,http://assets.myntassets.com/v1/images/style/properties/0c9608b07776a13c6d468f6723361b7b_images.jpg,200
343,63d7c05221c499a3844d909f,Women,Topwear,Tops,Pink,Levis Kids Girl's Dionne Pink Kidswear,http://assets.myntassets.com/v1/images/style/properties/4debd088cf652ba933bad199b15a3a97_images.jpg,200
344,63d7c05221c499a3844d90a0,Men,Watches,Watches,White,Q&Q Men White Dial Watch,http://assets.myntassets.com/v1/images/style/properties/Q-Q-Men-White-Dial-Watch_9a39689f0ad0597021365fdd68da8f62_images.jpg,200
345,63d7c05221c499a3844d90a1,Men,Topwear,Tshirts,Grey,Wrangler Men Grey Polo Tshirts,http://assets.myntassets.com/v1/images/style/properties/8f8698ee2f8e83b32d71857f21b1c701_images.jpg,200
346,63d7c05221c499a3844d90a2,Men,Topwear,Shirts,Blue,United Colors of Benetton Men Check Blue Shirt,http://assets.myntassets.com/v1/images/style/properties/4cd34747dae7087866a38d5fcb7cbf2a_images.jpg,200
347,63d7c05221c499a3844d90a3,Men,Topwear,Tshirts,Blue,Music Men Blue Printed T-shirt,http://assets.myntassets.com/v1/images/style/properties/51ad26709035cedcfeb7c0a74d72d636_images.jpg,200
348,63d7c05221c499a3844d90a4,Girls,Topwear,Tshirts,Orange,Doodle Girl's Hippie Chic Orange Kidswear,http://assets.myntassets.com/v1/images/style/properties/243eae8f457007dd9639d4851cc38f10_images.jpg,200
349,63d7c05221c499a3844d90a5,Men,Socks,Socks,Black,ADIDAS Originals Men Black Casual Socks,http://assets.myntassets.com/v1/images/style/properties/7fb8c4f7dd2721f29a885fb7d01c4d5d_images.jpg,200
350,63d7c05221c499a3844d90a6,Men,Watches,Watches,White,Titan Men White Dial Watch,http://assets.myntassets.com/v1/images/style/properties/Titan-Men-White-Dial-Watch_f2539f9757761ece3dc15dd68e55f2fe_images.jpg,200
351,63d7c05221c499a3844d90a7,Men,Shoes,Casual Shoes,Black,Skechers Men Black Shoes,http://assets.myntassets.com/v1/images/style/properties/2c64a9788774d5c1ac0e149b20a61a7f_images.jpg,200
352,63d7c05221c499a3844d90a8,Men,Topwear,Shirts,Red,Flying Machine Men Check Red Shirts,http://assets.myntassets.com/v1/images/style/properties/12dff4c4ecf5c7e7928dd7bb75029c48_images.jpg,200
353,63d7c05221c499a3844d90a9,Girls,Topwear,Tops,White,Gini Jony Girls Printed White Top,http://assets.myntassets.com/v1/images/style/properties/72a881c1cb0ea7f12131d1559fbc85a2_images.jpg,200
354,63d7c05221c499a3844d90aa,Men,Sandal,Sandals,Black,Lee Cooper Men Formal Leather Black Sandal,http://assets.myntassets.com/v1/images/style/properties/3d1bbf550e8fe9db493fe79dc83d25ce_images.jpg,200
355,63d7c05221c499a3844d90ab,Men,Shoes,Sports Shoes,Grey,Nike Men Lunarglide + Shield Grey Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/27203442d215ad27a061c5d9c9f6f5fc_images.jpg,200
356,63d7c05221c499a3844d90ac,Women,Watches,Watches,Steel,Q&Q Women Steel Dial Watch,http://assets.myntassets.com/v1/images/style/properties/6210e11e14c628f9c18c132b5e1acf6a_images.jpg,200
357,63d7c05221c499a3844d90ad,Girls,Watches,Watches,White,Q&Q Kids Girls White Dial Analog Watch,http://assets.myntassets.com/v1/images/style/properties/ef575ed31a094b8a97596de44e418d34_images.jpg,200
358,63d7c05221c499a3844d90ae,Men,Topwear,Shirts,Yellow,Highlander Men Check Yellow Shirt,http://assets.myntassets.com/v1/images/style/properties/9bca9be5d5e820d63b2e72dc58db2721_images.jpg,200
359,63d7c05221c499a3844d90af,Women,Bags,Handbags,Orange,Paridhan Women Orange Handbag,http://assets.myntassets.com/v1/images/style/properties/f9a301ee3cad7ba8225ae0aa7cae8bfc_images.jpg,200
360,63d7c05221c499a3844d90b0,Women,Bags,Handbags,Teal,Fossil Women Teal Handbag,http://assets.myntassets.com/v1/images/style/properties/b722c4a5df00b245e7802f18ebbe90f8_images.jpg,200
361,63d7c05221c499a3844d90b1,Men,Topwear,Tshirts,Purple,Flying Machine Men Paisley Purple Tshirts,http://assets.myntassets.com/v1/images/style/properties/485c76f4a7ece6ce3845e53250ef8127_images.jpg,200
362,63d7c05221c499a3844d90b2,Men,Bottomwear,Jeans,Blue,Lee Men Blue Rack Jeans,http://assets.myntassets.com/v1/images/style/properties/60405419590674fab1c69b1de2c73757_images.jpg,200
363,63d7c05221c499a3844d90b3,Men,Topwear,Sweaters,Charcoal,s.Oliver Men Solid Charcoal Sweater,http://assets.myntassets.com/v1/images/style/properties/a9ff8ed0a4c8ed9219845685691a01a9_images.jpg,200
364,63d7c05221c499a3844d90b4,Men,Topwear,Tshirts,White,Locomotive Men Printed White T-shirt,http://assets.myntassets.com/v1/images/style/properties/032ffc6397b7b005b8ff4899e0ffbb5d_images.jpg,200
365,63d7c05221c499a3844d90b5,Women,Wallets,Wallets,Purple,Baggit Women Sprinkle Taj Purple Wallet,http://assets.myntassets.com/v1/images/style/properties/d3a72008f5ccd4d645879f9b07808c8a_images.jpg,200
366,63d7c05221c499a3844d90b6,Women,Bags,Handbags,Brown,Lino Perros Women Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/94788f67542271185166c967a0ccd97a_images.jpg,200
